x            y_obs        weight       y_calc       y_bkg        
97.0         16.0         0.0625       13.791       13.735       
97.02        13.0         0.07692      13.794       13.733       
97.04        10.0         0.1          13.797       13.731       
97.06        17.0         0.05882      13.801       13.729       
97.08        10.0         0.1          13.807       13.728       
97.1         12.0         0.08333      13.814       13.726       
97.12        16.0         0.0625       13.822       13.724       
97.14        16.0         0.0625       13.834       13.722       
97.16        6.0          0.16667      13.849       13.721       
97.18        10.0         0.1          13.868       13.719       
97.2         12.0         0.08333      13.895       13.717       
97.22        10.0         0.1          13.934       13.715       
97.24        9.0          0.11111      13.992       13.714       
97.26        10.0         0.1          14.09        13.712       
97.28        10.0         0.1          14.256       13.71        
97.3         12.0         0.08333      14.533       13.708       
97.32        6.0          0.16667      14.954       13.707       
97.34        12.0         0.08333      15.494       13.705       
97.36        10.0         0.1          15.966       13.703       
97.38        12.0         0.08333      16.009       13.701       
97.4         5.0          0.2          15.583       13.7         
97.42        15.0         0.06667      15.039       13.698       
97.44        6.0          0.16667      14.6         13.696       
97.46        7.0          0.14286      14.308       13.694       
97.48        7.0          0.14286      14.134       13.693       
97.5         12.0         0.08333      14.037       13.691       
97.52        12.0         0.08333      13.986       13.689       
97.54        10.0         0.1          13.962       13.687       
97.56        13.0         0.07692      13.96        13.686       
97.58        10.0         0.1          13.983       13.684       
97.6         7.0          0.14286      14.043       13.682       
97.62        6.0          0.16667      14.158       13.681       
97.64        4.0          0.25         14.346       13.679       
97.66        10.0         0.1          14.601       13.677       
97.68        6.0          0.16667      14.847       13.675       
97.7         10.0         0.1          14.907       13.674       
97.72        7.0          0.14286      14.717       13.672       
97.74        13.0         0.07692      14.439       13.67        
97.76        12.0         0.08333      14.204       13.669       
97.78        12.0         0.08333      14.043       13.667       
97.8         10.0         0.1          13.944       13.665       
97.82        10.0         0.1          13.886       13.663       
